Life.expectancy,Year,Status,Adult.Mortality,Alcohol,BMI,Schooling,GDP,Polio,Income.composition.of.resources
73.2,2000,Developing,96,0.01,64,14.1,18389.38433,94,0.786
74.4,2014,Developed,156,0.01,6.7,16,15725.1374,92,0.822
74.1,2013,Developed,161,10.37,6.2,15.4,1532.22924,94,0.814
73.8,2012,Developed,163,10.21,59.8,15.5,13822.8559,91,0.812
73.6,2011,Developed,169,10.14,59.4,15.8,1372.68947,92,0.81
72.8,2010,Developed,18,9.8,58.9,16,11326.21947,92,0.815
72.6,2009,Developed,184,9.85,58.5,16.4,12219.37379,94,0.821
71.9,2008,Developed,199,11.84,58.1,16.3,16348.53121,94,0.819
78,2007,Developed,221,12.12,57.7,16.2,1444.1589,94,0.814
75,2006,Developed,229,10.4,57.4,16.2,9667.9757,96,0.807
76,2005,Developed,216,9.92,57,15.9,7558.7426,99,0.791
71,2004,Developed,26,8.81,56.6,15.5,6351.8125,99,0.776
78,2003,Developed,29,8.24,56.3,15.2,5134.95694,98,0.761
73,2002,Developed,219,7.44,56,14.8,4132.34927,98,0.746
69.9,2001,Developed,228,6.68,55.7,14.2,3572.8513,97,0.728
71,2000,Developed,218,7.13,55.4,13.7,3352.731296,96,0.716
74.8,2014,Developing,99,1.32,65.4,13.3,8161.4614,75,0.763
74.9,2013,Developing,97,1.29,64.9,13.3,846.285153,75,0.766
75,2012,Developing,93,1.53,64.4,13.3,8787.94668,75,0.763
75,2011,Developing,93,1.57,64,13.2,8734.9653,75,0.758
74.9,2010,Developing,94,1.58,63.5,13.3,8763.826274,75,0.752
74.7,2009,Developing,95,1.62,63,13.2,84.268878,75,0.746
74.5,2008,Developing,98,1.67,62.5,13.1,712.775759,75,0.74
74.4,2007,Developing,98,1.72,61.9,12.9,614.271115,75,0.731
74.1,2006,Developing,1,1.82,61.4,13.2,5372.65899,75,0.733
73.9,2005,Developing,11,1.94,6.8,13.7,5339.441291,74,0
73.7,2004,Developing,13,2.1,6.2,14.2,5424.22356,74,0
73.5,2003,Developing,15,2.19,59.7,14.8,5425.6697,74,0
73.2,2002,Developing,17,1.98,59.1,15.2,5436.595223,77,0
73,2001,Developing,11,2.19,58.6,15,5253.122599,8,0
72.7,2000,Developing,112,2.26,57.9,14.9,5334.93329,83,0
52.1,2014,Developing,522,0.01,32,10.8,1174.839214,9,0.491
52.1,2013,Developing,518,0.01,31.4,11.1,1196.1335,9,0.484
52.2,2012,Developing,513,0.01,3.8,11,1281.516,93,0.479
52.3,2011,Developing,52,2.39,3.2,11,1352.38433,95,0.469
51.1,2010,Developing,527,2.71,29.7,10.9,1173.26212,92,0.464
49.4,2009,Developing,566,2.75,29.2,10.8,923.136931,89,0.453
47.8,2008,Developing,592,2.75,28.8,10.7,934.428563,86,0.447
46.2,2007,Developing,633,2.69,28.3,10.6,918.432717,87,0.44
45.3,2006,Developing,654,2.61,27.9,10.7,915.775754,88,0.437
44.5,2005,Developing,675,2.67,27.4,10.7,862.9463118,88,0.437
44.8,2004,Developing,666,1.8,26.9,10.7,781.5145936,89,0.439
45.5,2003,Developing,648,1.99,26.4,10.5,63.636279,9,0.44
46.4,2002,Developing,622,2.95,25.9,10.4,47.89395,84,0.446
47.8,2001,Developing,586,2.86,25.4,10.3,437.819184,78,0.443
49.3,2000,Developing,543,3.1,24.9,9.6,474.8197876,82,0.445
58.1,2014,Developing,329,0.01,26.7,9.9,458.4651734,49,0.426
61.1,2013,Developing,258,0.01,26.1,9.8,454.1222236,75,0.419
67,2012,Developing,261,0.01,25.6,9.6,415.361958,8,0.416
62,2011,Developing,266,3.72,25,9.5,379.689583,77,0.406
59.7,2010,Developing,272,3.64,24.5,9.6,327.42597,71,0.403
59.2,2009,Developing,277,3.75,24,9.7,33.667491,84,0.4
58.6,2008,Developing,281,3.88,23.4,9.8,232.61732,79,0.394
57.9,2007,Developing,286,4.03,22.9,9.9,21.3733292,67,0.383
56.7,2006,Developing,32,4.05,22.4,10,178.92799,66,0.377
55.3,2005,Developing,316,4.19,22,10.1,168.648254,66,0.372
54,2004,Developing,329,4.24,21.5,10.2,149.4452549,47,0.335
50,2003,Developing,42,4.21,21.1,10.3,133.494518,49,0.373
56,2002,Developing,371,4.27,2.7,10.4,177.285187,51,0.376
51.5,2001,Developing,333,4.4,2.4,10.5,174.1815473,54,0.386
51.9,2000,Developing,39,4.46,2.2,8.7,183.4149991,56,0.338
71.3,2011,Developing,161,0.01,6.9,14,562.549434,98,0.756
72.8,2010,Developing,132,0.01,59.9,14.3,1212.56217,98,0.755
72.7,2009,Developing,132,0.01,59,14.6,1296.97353,98,0.757
72.6,2008,Developing,132,0.01,58.2,14.8,14396.4865,98,0.757
72.5,2007,Developing,132,0.01,57.4,15.1,1138.56661,98,0.756
72.2,2006,Developing,134,0.01,56.7,15.4,9344.987518,98,0.752
71.9,2005,Developing,138,0.01,56,15.7,8171.361651,98,0.748
71.5,2004,Developing,141,0.01,55.3,15.9,586.8364,97,0.747
71.3,2003,Developing,144,0.01,54.6,16,4676.96753,95,0.74
71.1,2002,Developing,146,0.01,54,15.8,375.442638,93,0.736
71,2001,Developing,147,0.01,53.4,15.7,6269.58123,94,0.732
78,2000,Developing,148,0.01,52.8,15.5,7145.628494,94,0.727
73.4,2014,Developed,169,15.19,61.9,16.5,16554.97139,93,0.841
73,2013,Developed,178,15.04,61.4,16.4,15712.82376,93,0.834
73,2012,Developed,176,15.14,6.9,16.5,14341.836,93,0.83
72.8,2011,Developed,18,12.66,6.5,16.7,14357.73679,92,0.826
72.4,2010,Developed,188,12.9,6,16.8,11984.86857,95,0.824
72.2,2009,Developed,192,12.4,59.7,16.6,11837.3913,98,0.825
71.1,2008,Developed,224,13.3,59.3,16.5,14961.56818,96,0.82
72,2007,Developed,24,13.4,59,16.4,12297.91535,95,0.812
76,2006,Developed,229,12.7,58.7,16.4,924.642548,94,0.807
78,2005,Developed,222,12.3,58.4,16.2,7863.1629,93,0.798
71.6,2004,Developed,24,12.1,58.1,16.3,676.966998,9,0.792
71.6,2003,Developed,22,11.29,57.8,15.8,555.535669,91,0.78
71.4,2002,Developed,22,11,57.5,15.3,4146.987928,97,0.77
71.2,2001,Developed,21,10.2,57.2,14.7,353.147337,97,0.757
71.6,2000,Developed,2,9.87,56.9,14,3297.35471,92,0.745
81.7,2014,Developed,65,11.12,6.9,13.9,119172.7418,99,0.892
81.4,2013,Developed,68,11.02,6.5,13.9,113751.85,99,0.892
81.1,2012,Developed,7,11.34,6.1,13.9,16749.136,99,0.892
88,2011,Developed,72,11.5,59.6,13.9,115761.577,96,0.894
86,2010,Developed,73,11.36,59.2,13.7,14965.361,96,0.884
83,2009,Developed,76,11.42,58.8,13.5,13198.6693,96,0.888
80,2008,Developed,8,11.53,58.4,13.5,114293.8433,96,0.887
79.7,2007,Developed,82,11.75,57.9,13.5,1618.4928,96,0.877
79.4,2006,Developed,85,11.98,57.5,13.5,89739.7117,99,0.88
78.8,2005,Developed,9,11.84,57,13.5,8289.69641,99,0.874
78.7,2004,Developed,92,12.42,56.4,13.5,75716.3518,99,0.867
78.6,2003,Developed,92,12.61,55.8,13.6,65445.8853,99,0.865
78.3,2002,Developed,95,12.91,55.2,13.5,5293.64115,99,0.86
78,2001,Developed,96,12.89,54.6,13.4,48179.4285,99,0.854
77.8,2000,Developed,98,13.14,54,13.5,48735.99549,99,0.848
65.1,2014,Developing,225,0.01,2,10.3,452.4631926,73,0.509
64.7,2013,Developing,23,0.87,19.5,10.3,461.723722,73,0.508
64.3,2012,Developing,235,0.87,19,10.2,443.9611,71,0.506
63.8,2011,Developing,241,0.97,18.5,10.2,454.963464,73,0.504
63.3,2010,Developing,248,1.03,18,10.2,412.739341,7,0.503
62.8,2009,Developing,254,0.91,17.6,9.7,415.6893226,76,0.5
62.3,2008,Developing,259,0.68,17.1,9.4,47.733254,77,0.491
61.9,2007,Developing,261,0.71,16.7,9.1,377.8482928,83,0.483
61.4,2006,Developing,263,0.68,16.3,9,292.157443,83,0.478
69,2005,Developing,265,0.72,15.8,8.9,274.819723,8,0.473
64,2004,Developing,267,0.81,15.4,8.7,245.1235876,74,0.466
59.9,2003,Developing,268,0.93,15,8.5,316.7998965,65,0.457
59.3,2002,Developing,271,0.9,14.7,8.3,262.2859481,61,0.462
58.7,2001,Developing,276,1.05,14.3,8.2,278.555732,6,0.456
57.9,2000,Developing,283,1.16,13.9,8,245.939659,58,0
57.6,2014,Developing,377,0.01,19.2,10.7,354.7253961,87,0.466
56.7,2013,Developing,394,0.01,18.8,10.7,332.922339,89,0.459
55.3,2012,Developing,42,0.01,18.4,10.7,374.51882,95,0.454
54.1,2011,Developing,441,1.23,18,10.6,512.125451,97,0.444
52.9,2010,Developing,462,1.08,17.6,10.2,458.8681744,86,0.43
51.5,2009,Developing,491,1.16,17.3,9.9,42.7379657,93,0.415
50,2008,Developing,525,1.27,16.9,9.6,372.842678,92,0.4
48.5,2007,Developing,559,1.18,16.6,9.7,32.2227274,88,0.387
47.1,2006,Developing,587,1.18,16.2,9.6,297.6971211,99,0.377
46,2005,Developing,66,1.04,15.9,9.7,28.3673842,94,0.371
45.1,2004,Developing,615,1.11,15.5,10,274.2256294,94,0.366
44.6,2003,Developing,613,1.08,15.2,10.3,26.152517,85,0.362
44,2002,Developing,67,1.1,14.8,10.4,29.9798977,79,0.388
43.5,2001,Developing,599,1.15,14.4,10.1,146.7615397,86,0.387
43.1,2000,Developing,588,1.18,14.1,10.7,153.2594872,73,0.391
74.8,2014,Developing,126,0.52,39.5,13,11183.96191,97,0.783
74.6,2013,Developing,128,0.53,38.5,12.9,1882.27842,97,0.779
74.5,2012,Developing,129,0.53,37.4,12.9,1779.49641,97,0.776
74.3,2011,Developing,13,0.51,36.3,13,145.1262,96,0.774
74.1,2010,Developing,131,0.49,35.3,12.8,971.356987,96,0.764
74,2009,Developing,131,0.47,34.4,12.6,7326.744435,97,0.756
73.8,2008,Developing,132,0.47,33.4,12.5,8513.629541,97,0.747
73.7,2007,Developing,133,0.43,32.5,12.3,7269.17114,97,0.736
73.6,2006,Developing,134,0.42,31.6,12.7,6222.982955,95,0.732
73.4,2005,Developing,135,0.46,3.7,12.9,5593.822995,96,0.734
73.2,2004,Developing,137,0.49,29.8,12.7,4955.477743,95,0.731
73.1,2003,Developing,138,0.48,28.8,12.1,4463.675893,96,0.724
72.9,2002,Developing,14,0.49,27.9,12,4167.364387,94,0.723
72.7,2001,Developing,144,0.53,27,11.9,3915.11546,95,0.725
72.4,2000,Developing,149,0.54,26,11.6,445.17471,98,0.715
78.2,2014,Developing,62,0.01,26.2,12.7,7716.2415,99,0.693
77.9,2013,Developing,64,0.01,25.1,12.4,7112.33575,99,0.683
77.6,2012,Developing,65,0.01,24.1,12.1,6541.7465,99,0.675
77.3,2011,Developing,67,1.92,23.1,11.8,6497.55443,96,0.663
76.7,2010,Developing,73,1.83,22.1,11.6,633.79498,97,0.653
76.3,2009,Developing,75,1.59,21.2,11.8,597.1659,98,0.651
75.9,2008,Developing,81,1.76,2.3,11.8,5828.621374,98,0.641
75.4,2007,Developing,82,1.78,19.5,11.9,52.862285,98,0.632
75,2006,Developing,88,1.62,18.7,12,4428.522898,98,0.622
74.3,2005,Developing,93,1.47,18,12.1,3488.493769,98,0.625
73.4,2004,Developing,16,1.6,17.3,12.2,3853.33348,96,0.617
72.7,2003,Developing,112,1.75,16.7,11.8,3432.247841,98,0.601
71.8,2002,Developing,124,1.95,16.2,12,32.37239,98,0.597
78,2001,Developing,129,1.98,15.6,11.8,298.67598,97,0.587
69.6,2000,Developing,139,1.83,15.2,11.3,2182.99711,98,0.577
57.8,2014,Developing,272,0.01,23.2,8.2,825.5729915,74,0.43
57.3,2013,Developing,275,0.01,22.5,8,777.659139,7,0.421
57.2,2012,Developing,27,0.01,21.9,7.7,777.3476868,72,0.411
56.8,2011,Developing,271,0.61,21.3,7.5,835.88998,72,0.404
56.5,2010,Developing,273,0.6,2.7,7.3,78.377632,77,0.396
56,2009,Developing,276,0.59,2.2,7.1,697.153124,77,0.385
55.5,2008,Developing,278,0.57,19.6,5.8,689.6784228,74,0.36
55,2007,Developing,282,0.55,19,6.4,595.6368319,76,0.363
54.3,2006,Developing,288,0.53,18.5,6.1,521.6425796,79,0.35
53.6,2005,Developing,29,0.55,18,5.8,487.942556,78,0.338
52.8,2004,Developing,296,0.49,17.5,5.5,439.3572924,7,0.333
52,2003,Developing,299,0.54,17,5.2,391.791281,67,0.318
51.2,2002,Developing,31,0.53,16.5,4.9,334.22416,65,0.308
55,2001,Developing,34,0.51,16.1,4.6,36.8473237,56,0.297
49.8,2000,Developing,37,0.47,15.6,4.4,269.3483829,53,0.291
81.4,2014,Developed,55,8.49,69.2,14.3,2618.92599,99,0.847
81.1,2013,Developed,57,8.58,68.8,14.2,2393.1888,99,0.828
81,2012,Developed,58,7.67,68.4,14.1,2193.8836,99,0.821
87,2011,Developed,59,6.91,68,14.8,22821.847,96,0.826
83,2010,Developed,62,7.91,67.6,14.6,2187.79469,76,0.819
82,2009,Developed,63,7.38,67.1,14.4,2675.58259,73,0.815
80,2008,Developed,64,7.14,66.6,14.6,21928.767,72,0.813
79.6,2007,Developed,65,7.45,66.1,14.4,19375.5696,76,0.808
79.3,2006,Developed,66,8.84,65.6,14.8,16671.5672,83,0.809
79,2005,Developed,67,6.41,65,14.8,15835.34667,94,0.805
78.7,2004,Developed,69,6.53,64.5,14.2,1519.5497,89,0.797
78.5,2003,Developed,71,6.7,63.9,13.8,13689.98999,94,0.79
78.2,2002,Developed,75,5.73,63.4,13.8,11843.9392,95,0.786
77.8,2001,Developed,79,5.62,62.8,13.7,1121.78636,95,0.783
77.5,2000,Developed,8,5.59,62.3,13.8,1139.5651,94,0.779
63,2014,Developing,26,0.01,3.1,8.5,1326.66882,84,0.509
62.7,2013,Developing,28,0.01,29.4,8.2,145.57838,8,0.501
62.5,2012,Developing,29,0.01,28.8,7.8,1364.283745,8,0.491
62.2,2011,Developing,212,0.01,28.1,7.7,1393.261593,73,0.487
62,2010,Developing,214,0.01,27.4,7.6,123.383675,52,0.484
61.7,2009,Developing,215,0.01,26.8,7.1,146.83851,63,0.476
61.4,2008,Developing,217,0.02,26.1,7.2,1167.535689,73,0.475
61.2,2007,Developing,219,0.02,25.5,7.4,113.3128,75,0.475
69,2006,Developing,221,0.01,24.8,7.2,944.134851,68,0.466
66,2005,Developing,223,0.01,24.2,7.2,697.7451989,71,0.461
64,2004,Developing,224,0.01,23.6,6.7,62.547286,68,0.451
63,2003,Developing,226,0.01,22.9,6.6,528.586613,75,0.447
62,2002,Developing,228,0.02,22.3,6.5,46.9542322,91,0.446
61,2001,Developing,229,0.01,21.7,6.5,464.229758,75,0.444
60,2000,Developing,23,0.03,21.1,6.4,477.476124,58,0.443
74.2,2014,Developing,148,0.01,32.8,14.7,1153.93822,98,0.769
74.1,2013,Developing,147,0.01,32.3,14.7,9637.265,98,0.765
73.9,2012,Developing,154,0.01,31.8,14.3,9291.227619,98,0.756
73.6,2011,Developing,158,3.03,31.3,14.1,9197.26972,98,0.748
73.3,2010,Developing,163,2.95,3.7,14,8.376432,99,0.74
72.8,2009,Developing,166,2.83,3.2,13.8,7318.12641,99,0.734
72.7,2008,Developing,166,2.49,29.7,13.6,83.635,99,0.728
72.9,2007,Developing,161,3.24,29.1,13.5,6574.654338,96,0.72
71.8,2006,Developing,165,3.73,28.6,13.4,5695.969327,98,0.713
72.1,2005,Developing,168,3.94,28,13,5116.45424,97,0.704
71.9,2004,Developing,168,4.16,27.5,12.8,5229.876738,98,0.696
71.5,2003,Developing,174,4.08,26.9,12.6,4623.347642,99,0.687
71.5,2002,Developing,179,4.14,26.4,12.5,3957.51296,88,0.683
71.5,2001,Developing,177,4.38,25.8,12.2,3792.182152,93,0.673
71,2000,Developing,177,4.6,25.3,12.1,3861.32414,88,0.667
76.6,2014,Developing,122,5.26,62.8,13.1,1452.27766,87,0.754
76.6,2013,Developing,12,5.23,62.1,12.9,1298.86766,83,0.753
76.3,2012,Developing,123,5.29,61.5,12.7,982.532572,99,0.748
76.1,2011,Developing,124,5.3,6.8,12.6,9834.472689,97,0.745
75.6,2010,Developing,127,5.21,6.1,12.5,8959.581416,95,0.739
75.7,2009,Developing,13,5.27,59.4,12.5,7748.12331,95,0.738
75.6,2008,Developing,127,5.36,58.7,12.3,9689.52887,96,0.735
76,2007,Developing,123,5.35,57.9,12.3,933.341687,98,0.731
75.8,2006,Developing,125,5.11,57.2,12.2,8767.92258,98,0.723
75.3,2005,Developing,126,4.93,56.4,12.2,7986.798439,98,0.719
75.4,2004,Developing,124,4.9,55.7,12.1,7199.59665,98,0.714
75,2003,Developing,127,4.88,54.9,11.9,6751.998987,98,0.708
75,2002,Developing,127,4.77,54.1,11.6,716.8219,98,0.703
75,2001,Developing,126,4.86,53.2,11.6,731.378864,97,0.7
74.8,2000,Developing,129,4.99,52.4,11.4,672.92113,97,0.694
68.4,2014,Developing,225,0.01,51.5,14.8,4181.583321,99,0.729
68.1,2013,Developing,227,0.01,5.4,14.7,4385.379355,98,0.72
67.8,2012,Developing,231,0.01,49.2,14.7,4368.82248,99,0.712
67.3,2011,Developing,235,0.01,48,14.6,3769.595255,99,0.701
66.3,2010,Developing,25,5.8,46.9,14.3,265.353659,96,0.693
66.9,2009,Developing,235,4.61,45.9,13.8,1717.898761,96,0.686
67.4,2008,Developing,225,4.26,44.9,13.4,2139.625631,95,0.673
65.9,2007,Developing,26,3.79,43.9,13,1634.81431,99,0.661
65,2006,Developing,271,2.91,43,12.7,1334.651896,98,0.649
64.5,2005,Developing,274,2.75,42.1,11.8,998.8226671,99,0.637
64,2004,Developing,284,1.75,41.3,11.2,797.8377432,99,0.621
64,2003,Developing,271,1.31,4.5,10.5,646.561295,98,0.609
63.8,2002,Developing,263,2.43,39.8,10.1,571.51883,98,0.599
63.2,2001,Developing,266,2.87,39.1,9.4,524.145924,95,0.588
62.8,2000,Developing,274,2.79,38.5,8.9,474.2133361,94,0.582
75.9,2014,Developing,17,0.01,61.3,15.1,7378.345289,91,0.803
75.8,2013,Developing,19,0.01,6.7,15.1,7186.429787,94,0.799
75.6,2012,Developing,11,0.01,6.2,15.1,6586.71929,94,0.797
75.4,2011,Developing,113,6.56,59.7,15.1,7318.742449,95,0.792
75.3,2010,Developing,115,6.56,59.1,15,6682.281158,93,0.787
75,2009,Developing,117,6.45,58.5,14.6,6698.79439,91,0.785
74.6,2008,Developing,121,6.17,57.8,14.2,7325.73474,95,0.774
74.2,2007,Developing,125,4.98,57.2,13.6,5957.145693,92,0.762
73.8,2006,Developing,13,5.38,56.5,13.2,4383.59597,9,0.751
74.1,2014,Developing,96,0.43,57.5,12.1,3154.513484,99,0.64
73.9,2013,Developing,97,0.45,56.5,12.1,3111.762887,99,0.634
73.6,2012,Developing,99,0.55,55.5,11.6,294.746728,99,0.623
73.3,2011,Developing,14,0.54,54.6,11.2,339.91616,98,0.612
72.8,2010,Developing,11,0.56,53.6,10.7,2834.2472,99,0.603
72.3,2009,Developing,116,0.62,52.7,10.5,2861.5545,99,0.596
71.8,2008,Developing,123,0.51,51.7,10.3,2884.94776,99,0.589
71.4,2007,Developing,128,0.56,5.8,10,2494.353552,95,0.581
71,2006,Developing,133,0.58,49.9,10,2191.478567,97,0.575
77,2005,Developing,137,0.47,49.1,9.8,213.755559,98,0.569
72,2004,Developing,142,0.56,48.2,9.6,1948.812275,97,0.561
69.9,2003,Developing,146,0.58,47.3,9.3,1721.973863,91,0.551
69.5,2002,Developing,15,0.46,46.5,8.8,1413.757176,94,0.54
69,2001,Developing,155,0.46,45.7,8.5,1336.775376,93,0.53
68.6,2000,Developing,16,0.45,44.8,8,1332.382358,95,0.519
56.7,2014,Developing,375,0.01,22.2,9.1,623.2871141,79,0.409
55.3,2013,Developing,46,1.16,21.8,9.1,65.985681,78,0.405
54.8,2012,Developing,48,1.19,21.3,9.2,566.513873,73,0.4
54.3,2011,Developing,47,0.94,2.9,9.5,526.5313517,73,0.397
54,2010,Developing,47,0.96,2.5,9.3,419.2258149,73,0.39
53.8,2009,Developing,4,1.18,2.1,9.2,463.852618,74,0.382
53.2,2008,Developing,45,1.48,19.7,8.8,53.127719,74,0.372
52.1,2007,Developing,425,1.03,19.3,8.2,422.1461573,75,0.36
51.2,2006,Developing,434,1.2,18.9,7.9,385.7567141,73,0.353
58,2005,Developing,434,1.23,18.5,7.3,369.1545359,71,0.341
54,2004,Developing,429,1.54,18.1,7,336.3318145,69,0.332
51,2003,Developing,424,1.68,17.7,6.7,283.8911588,67,0.318
49.8,2002,Developing,416,2.16,17.3,6.2,262.884551,76,0.311
49.5,2001,Developing,48,2.09,16.9,5.8,256.4414872,72,0.298
49,2000,Developing,43,1.14,16.5,5.4,277.6486591,69,0.291
66.4,2014,Developing,21,0.01,22.9,9.1,1262.893782,88,0.547
66.2,2013,Developing,22,0.7,22.1,9.1,1168.83947,76,0.54
65.9,2012,Developing,25,0.55,21.3,9.1,1171.58257,87,0.533
65.6,2011,Developing,27,0.33,2.5,9.1,1186.423937,9,0.526
65.4,2010,Developing,29,0.3,19.8,8.8,987.7365832,9,0.515
65.2,2009,Developing,211,0.28,19.1,8.5,741.777116,9,0.504
59.2,2008,Developing,296,0.3,18.3,8.2,643.951373,85,0.493
64.5,2007,Developing,217,0.26,17.6,8.1,41.451,84,0.484
64.2,2006,Developing,22,0.28,17,8,296.97284,82,0.474
63.9,2005,Developing,224,0.28,16.4,7.9,247.24276,86,0.465
63.5,2004,Developing,228,0.44,15.7,7.8,219.8156688,92,0.455
63.2,2003,Developing,231,0.4,15.2,7.7,219.782326,86,0.445
62.8,2002,Developing,235,0.41,14.6,7.6,143.77651,84,0.435
62.5,2001,Developing,239,0.38,14.1,7.6,138.9249275,77,0.427
62.1,2000,Developing,243,0.35,13.6,7.5,193.187484,88,0.417
65.9,2014,Developing,242,0.01,34.9,11.7,5421.343953,88,0.632
66.1,2013,Developing,232,0.01,34.1,11.6,5488.131712,89,0.625
65.8,2012,Developing,232,0.01,33.3,11.5,5749.44752,84,0.619
64.3,2011,Developing,268,7.84,32.5,11.5,56.971392,85,0.612
63,2010,Developing,299,7.58,31.8,11.4,5191.58381,83,0.604
62.4,2009,Developing,36,7.99,31,11.4,4153.497885,83,0.598
61.7,2008,Developing,317,6.28,3.2,11.3,429.6561,83,0.589
60,2007,Developing,356,5.12,29.4,11.3,422.51968,81,0.578
57,2006,Developing,431,4.94,28.7,11.4,3881.29535,74,0.57
55.1,2005,Developing,477,4.89,27.9,11.6,3573.146387,86,0.565
54.7,2004,Developing,483,4.8,27.2,11.7,3288.257373,81,0.559
55,2003,Developing,471,5.28,26.5,11.7,2482.36862,82,0.554
55.7,2002,Developing,452,5.09,25.8,11.8,1713.47594,78,0.556
56.5,2001,Developing,426,5.09,25.1,11.7,1834.29486,79,0.556
57.4,2000,Developing,41,5.73,24.5,11.5,257.99557,8,0.559
69.6,2014,Developing,158,0.01,18.5,12.4,76.2386977,92,0.551
69.3,2013,Developing,162,0.27,18,12.3,688.6172788,92,0.545
68.9,2012,Developing,167,0.26,17.4,12.3,681.7925868,9,0.538
68.4,2011,Developing,172,0.27,16.9,12,692.1166842,92,0.529
68,2010,Developing,178,0.24,16.4,11.1,592.1835216,83,0.515
67.5,2009,Developing,183,0.22,15.9,10.5,48.7299,93,0.502
67,2008,Developing,189,0.21,15.4,10.1,473.844449,82,0.492
66.6,2007,Developing,194,0.2,14.9,10,393.8843518,82,0.486
66,2006,Developing,21,0.2,14.4,9.6,348.6314534,91,0.476
65.4,2005,Developing,28,0.2,13.9,9.4,317.89198,78,0.469
64.7,2004,Developing,218,0.21,13.4,9.3,287.4156,8,0.463
64.3,2003,Developing,22,0.2,12.9,9.2,253.72412,76,0.457
63.1,2002,Developing,238,0.19,12.4,8.6,246.375621,72,0.447
63.2,2001,Developing,23,0.09,11.9,9,248.6183539,73,0.446
62.5,2000,Developing,238,0.08,11.4,8.9,231.42554,74,0.439
81.7,2014,Developed,58,0.01,61.6,18.1,52157.4687,96,0.923
81.4,2013,Developed,6,8.68,61,18.1,51574.48942,97,0.922
81.1,2012,Developed,62,9.05,6.5,18.1,49474.7561,97,0.921
81.1,2011,Developed,63,8.96,59.9,17.2,5354.6536,97,0.911
88,2010,Developed,64,9.33,59.3,17,5338.25483,97,0.906
86,2009,Developed,65,9.23,58.6,16.9,519.349,97,0.906
83,2008,Developed,68,9.62,57.9,16.8,56928.8248,97,0.905
82,2007,Developed,68,9.53,57.3,16.6,51241.31562,97,0.899
79.8,2006,Developed,71,9.79,56.5,16.5,44453.97119,96,0.893
79.4,2005,Developed,72,9.69,55.8,16.4,41577.169,96,0.888
79.2,2004,Developed,77,9.56,55,16.5,39954.64222,98,0.885
78.7,2003,Developed,8,9.56,54.2,16.5,35245.1647,98,0.881
78.4,2002,Developed,81,9.68,53.4,16.9,28817.32321,97,0.882
78.3,2001,Developed,82,9.95,52.6,16.7,26584.12169,97,0.878
78.1,2000,Developed,84,10.06,51.8,16.5,25921.12794,97,0.873
81.6,2015,Developed,66,8.7,67.5,19.2,3821.8937,92,0.913
81.5,2014,Developed,67,9.07,66.9,19.2,4453.24673,93,0.91
81.3,2013,Developed,69,9.18,66.4,19.3,42889.88141,92,0.908
81.1,2012,Developed,7,9.2,65.9,19.5,3997.25624,93,0.904
86,2011,Developed,72,9.47,65.3,19.7,38426.5581,95,0.901
89,2010,Developed,71,9.62,64.8,20.3,33691.34837,93,0.899
85,2009,Developed,73,9.24,64.3,19.3,282.94193,92,0.895
81,2008,Developed,75,9.49,63.8,19.5,31287.77865,89,0.894
81,2007,Developed,76,9.19,63.2,19.2,3259.73471,88,0.891
79.9,2006,Developed,76,9.34,62.6,19.1,2667.86452,89,0.888
79.9,2005,Developed,78,9.31,62.1,18.9,2775.89515,89,0.886
79.2,2004,Developed,79,9.15,61.5,18.4,2542.39935,87,0.884
79.1,2003,Developed,82,8.91,6.9,18.2,21913.7817,86,0.881
78.7,2002,Developed,83,9.13,6.3,17.5,16874.31232,84,0.873
78.5,2001,Developed,83,8.75,59.6,17.4,13882.85683,82,0.868
78.6,2000,Developed,87,8.91,58.9,17.2,13641.1272,82,0.864
74.5,2014,Developing,148,3.55,53.2,11.6,1975.46477,99,0.636
73.9,2013,Developing,157,3.58,52.4,11.5,1847.19849,99,0.63
73.9,2012,Developing,157,3.63,51.7,11.5,1792.3845,99,0.625
74.5,2011,Developing,147,3.39,5.9,11.5,1682.957924,99,0.62
73.2,2010,Developing,154,3.38,5.2,11.4,1526.497938,99,0.614
73.2,2009,Developing,163,3.36,49.4,11.3,1464.497754,99,0.613
72.5,2008,Developing,169,3.64,48.6,11.1,1518.85386,97,0.607
72.5,2007,Developing,173,3.83,47.9,11,1344.31871,93,0.601
73,2006,Developing,17,3.69,47.1,11,124.992617,88,0.597
71.2,2005,Developing,194,3.7,46.4,11,1175.116225,87,0.592
71,2004,Developing,194,3.81,45.7,11,191.55157,8,0.587
76,2003,Developing,198,3.77,44.9,11,115.565314,86,0.583
75,2002,Developing,197,3.5,44.2,10.7,11.147277,85,0.577
73,2001,Developing,193,3.51,43.5,10.4,143.6758,89,0.57
73,2000,Developing,192,3.61,42.8,10.1,116.2743,85,0.562
61.4,2014,Developing,223,0.01,18.9,5.3,43.646498,67,0.345
69,2013,Developing,227,0.01,18.5,5.3,416.14838,56,0.341
63,2012,Developing,232,0.01,18.1,5.1,391.515524,71,0.331
59.4,2011,Developing,241,0.15,17.7,4.8,375.5819866,4,0.323
58.2,2010,Developing,252,0.12,17.3,4.5,348.151511,75,0.312
57.1,2009,Developing,263,0.11,16.9,4.2,341.2894618,71,0.307
